year,soilDiff,haDiff,riceDiff,wheatDiff,sugarDiff,grainsDiff,oilDiff,fruitsDiff,rootsDiff,otherDiff,davgDiff,navgDiff,pavgDiff,irrDiff,landdDiff,eqpDiff,BcHA_3
1977,-1.6040000000217e-05,14165,0.117198069999986,0,0,-0.0256173549999996,0.139349987,0.000431340000000002,0.076277642,-0.307639679999998,0.460047320000001,0.495062060000002,42.8647796,0.001080032,-3.12700000000001e-06,-1.3e-06,1
1998,0,-679,0,1.38446614,0,-1.71735308,0.0609625600000001,0.172306313,-0.0318332419999998,0.131451310000003,0.316245089999999,0.76687299,35.84488858,0.00179001400000001,1.43290000000004e-05,9.148e-06,1
1997,0.000390306999999979,1311124,0.0700366800000012,0.12564227,-0.091657439,-0.801178540000002,0.16456793,0.0140294920000006,-0.0603867249999999,0.578946330000001,0.931497870000001,0.40216725,-9.5369666,-0.00142271899999996,-6.94600000000002e-06,4.913e-06,1
1996,-0.00208525299999973,70837,0.374369967,-0.124408962,0.006597567,-1.86570422,-0.461966687,5.42364483,-0.857598419999999,-2.49493406000001,1.01730396,0.384274919999999,-15.1583536,-0.001005267,-1.568e-05,-4.80000000000001e-06,1
1984,0.00291647299999998,33000,-0.002999904,-0.023918757,-0.00547041399999992,0.818770180000001,1.076310691,-0.230241890000002,-1.39555075,-0.236899170000001,-0.37569504,-0.95492295,-10.4117941,-1.41169999999999e-05,7.28400000000001e-06,1.5e-06,0
1979,5.35500000031774e-06,-209118,0.394318688,0.0574978939999999,0.470564616,-0.193591080000001,-2.682905425,0.798363930000001,0.634948190000001,0.520803169999994,0.200818609999999,0.22494652,2.49933610000002,0.008681048,9.5709e-05,2.265e-05,2
2006,-9.78670000000292e-05,143160,-0.004478841,-0.0428105419999998,-0.159203362,1.6202712,-1.46618495,0.0339310529999999,-0.0433516860000001,0.0618271249999998,-1.55233066,-0.9531767,30.36411029,-0.00260574,-6.001e-06,-6.473e-06,1
1994,0.000480382999999751,321702,1.47408021,0,-0.027309351,-0.54410798,-0.057969924,0.364932504,-0.666499969999998,-0.543125489999994,-0.0193735699999991,0.290332900000003,-7.3790832,-0.000661274,-3.15799999999999e-06,-1.4e-06,0
1988,1.22240000002272e-05,3700,-0.000293764000000002,-0.000293764000000002,-0.000881291000000006,2.47674411,-0.549149893,-0.00522898999999999,-1.07143366,-0.849462760000002,0.317061540000001,0.251063160000001,-6.21037609999999,-7.83370000000047e-05,-1.17699999999999e-06,6.39999999999994e-07,1
1993,0.000878325999999818,2211115,0.132966100000001,0.583724269999999,-0.18011694,-1.10817069,0.435145360000003,0.0697386120000001,0.0421324879999999,0.0245807800000009,0.0724608300000043,0.229078749999999,16.4384457,-0.00243454699999995,-3.71399999999999e-06,3.367e-06,0
1978,0.000174930000000018,-57685,0.319543823,0.007565708,-0.390256154999999,-1.82837759,-0.0415199800000003,0.414079053,-0.134399197,1.65336434,-0.0896111499999996,-0.147267939999999,36.6670381,0.016820293,0.000146994,4.6019e-05,0
1977,-0.0046442149999999,12146,0.018750159,0,0.719125342,-0.156984550000001,-0.288272361,-0.202853990000001,1.46570125,-1.55546586,0.37378825,0.44856102,12.9460555,-0.002763954,-0.00113084,-9.747e-06,2
2005,0.00144464099999997,555582,-0.050080964,0,-0.00972820099999999,-3.71901097,-1.12029813,-0.042077196,-0.173804745,5.11500021,-0.154676639999998,0.186494039999999,15.3747612,-0.000166965,-1.9643e-05,-3.5e-06,1
1983,0.00021115599999999,-13110,0.196238592,0.025785704,-0.015960223,3.67207105,-0.82948979,0.327687689,-1.47926258,-1.89707043,0.77799302,0.39450755,-11.7273217,1.08409999999993e-05,6.521e-06,2.8e-06,0
2003,0.00200397599999991,-74603,0.699879283,-0.71592167,0.302645161,0.0174138999999975,-1.05589618,-0.195755083,0.245422515,0.70221207,-0.171342800000001,0.427935300000001,-19.1830005,0.001937727,9.4783e-05,3.30000000000001e-06,2
1978,0.000202940999999957,1749,0,-0.088796436,0,0,0,0.963721169999999,-0.003207976,-0.871716750000001,0.00819140999999846,0.435257319999998,-4.35738325,0.00343881000000001,1.92839999999996e-05,-2.295e-06,1
1977,0.00133103199999995,1689971,0.051967617,-0.567826269999998,-0.179414626,0.830120659999999,0.32735925,-0.114534564,-0.023523728,-0.324148334,0.240368019999998,-0.492649200000001,-4.61185176,-0.011085632,-0.000225727,-0.000107472,0
1979,0.000632613999999698,36914,-0.125629392,-3.90520000000012e-05,-0.00369074,1.86669655,-1.472668451,0.000302229000000001,0.050087275,-0.315058409999999,0.849145360000001,0.34271133,-16.46549345,0.000175041999999999,4.74600000000003e-06,3.90000000000001e-07,1
2006,-0.00165672799999994,-3630948,-0.177549061,-0.622755830000003,0.00400603100000002,-1.15239923999999,1.7303877,-0.036026552,0.0320455490000001,0.2222914,-0.200934669999999,-0.308309490000001,-0.508679180000001,0.00973512499999998,6.97240000000002e-05,6.87040000000002e-05,1
1987,0.000352340999999923,-2072,1.10029324,0,0.000366431,-0.684084123,-0.909169179999999,0.0487690599999997,0.411157288,0.0326672899999991,0.762934899999998,0.79844361,3.91573029999998,8.24469999999994e-05,1.85000000000013e-07,1.2e-06,1
1987,0.000914948000000138,5536,-0.00708992399999997,0,-1.474727548,-0.26086894,0.16661489,-0.050004199,1.69543673,-0.0693610199999988,-0.0804800499999985,-0.0770757899999985,-2.43213949999998,-0.000208695,-7.24370000000001e-05,-1.92500000000001e-06,0
1994,0.000418551999999961,11960,0.0923771699999999,-0.326934860000001,0,-0.241072000000001,0.926643439999999,-0.051426017999999,0.0210501159999998,-0.420637839999999,1.21370529,1.14058685,-0.119828459999997,-0.00145954100000001,-9.68600000000007e-06,6.91800000000007e-06,2
1986,-0.00293710999999997,25493,0,1.67965817,0,-1.93063986,0.0883621769999996,-0.022066401,-0.280574994,0.465260901000001,-0.437668179999999,-0.813525740000001,-3.73827668,0.000439334,-6.927e-06,-3.5668e-05,2
1990,0,-134269,1.03206911,0,0.244343196,-6.80804534,0.497473908,0.9286083,1.89244352,2.21310731,0.706313009999999,0.681044539999998,-12.2647228,0.010264461,6.2682e-05,5.6e-06,2
2003,0,16113,0,0.371183838,0,3.54870126,2.100624225,-4.72451561,-0.796094726,-0.499898992,0.793558650000001,0.239437580000001,-7.777284417,-0.032792392,-0.000358448999999999,-0.000307021,0
1976,0.00491838400000022,577,0.73079159000001,0,-0.316996199,-0.089897118,-0.108449756000001,-0.39397546,0.065452435,0.113074515,-0.142930979999999,-0.147461399999997,42.4714054,0.011381958,0.000100578,3.92200000000001e-06,0
2003,0,6595,0,0.451813229999999,0,0.779291511999999,-0.608604320000001,0.0936877299999992,0.686267142,-1.40245528,0.647956059999999,0.29573873,-14.987560436,-0.00854123699999998,-0.000174046999999999,-5.00000000000001e-06,1
1978,-0.000186653999999953,-5113,0.021135972,-0.0219449999999997,0.0899577300000001,-1.95007846,1.29256007,0.028797245,0.0934130689999995,0.446159379999997,-0.397074180000001,-0.210357950000002,1.02838045,1.39430000000006e-05,5.39999999999991e-07,2.6e-06,2
1984,0,47245,0,-3.85990701,0,6.6376749,-0.077109543,-0.786000359999999,-0.177362532,-1.73729545,0.0163012399999971,0.225748320000001,16.78385627,-0.07567047,-0.001005765,-0.001976768,2
1988,0,-14949,-0.0304852010000001,0,4.53499224,-0.308139577,0.189764121,2.54045252,0.807489504,-7.73407361,0.707986480000002,0.10131664,-72.2811271,0.031627354,0.000233764,7.8187e-05,2
2006,0.00015995000000002,-38072,0,-3.34602124,0,1.35115444,0.770640029999999,0.416330404999999,0.0346621759999999,0.77323419,0.489466580000002,0.37469536,1.092120652,0.030500004,0.000309487,4.7569e-05,1
2001,0.000129372000000183,51419,0.133307515,0.466987230000001,0,0.387602209999999,-0.170144345,0.0856659699999973,0.0516491530000005,-0.95506773,0.182535489999999,-0.023669914000001,12.15539715,-0.062741884,-0.000334368999999999,-8.53579999999998e-05,2
1980,-0.00041500300000008,-29900,0,1.10966036000001,0,-1.61757291,0,0,0.0826886309999999,0.425223921,0.49096333,0.138518453,-6.58720572,0.00816019599999999,0.000123019,1.2071e-05,0
1981,0.00691397599999988,-763392,-0.0928192899999996,-2.360615036,0.528486823,0.640456799999999,-0.592760689999999,0.103975133,0.159817706,1.61345855,0.0679956200000014,-0.0459935199999997,-19.0156063,0.002548932,2.1445e-05,1.8486e-05,2
1991,-0.00309429700000008,-3754,0,0.00598330799999996,0,-0.517762419999997,-0.300556037,0.0323164539999999,0.563480653999999,0.216538041,0.0247695499999985,-0.0267731300000005,-8.34547057,0.000299165000000001,6.98779999999998e-05,8.80299999999999e-06,1
2000,-0.00205569100000003,2874,0.224662609999996,-0.029512248,0,-0.535878715,-0.350053534000001,-0.0740058520000009,-0.108631485,0.873419220000002,-0.0270715599999996,-0.30266117,-42.4091395,0.000378233999999977,3.89200000000002e-06,0.000177477,1
2003,0.00531140899999993,832925,-0.979532506,0.49315876,0.019181586,1.82566532,-0.862261602,-1.02906121,0.072843345,0.4600063,-0.578959829999999,-0.341441530000001,7.419182001,-0.301427702,-0.00229077,-5.8e-07,0
1980,2.8268000000109e-05,-26936,-0.7692149,-0.729551170000001,0.0695236919999997,0.353010209999997,0.42108606,0.315553046,0.286238486,0.0533545800000006,0.0499688499999991,-0.407753509999999,-0.0692907460000001,0.00466633500000002,3.40150000000001e-05,7.678e-06,0
1995,-0.000591808000000027,-4465,0.608781819999999,-0.138650452,0.0294070400000002,-0.88931491,0.126568256,0.10220301,0.0953339369999999,0.0656712999999982,0.358071130000003,0.355225690000001,8.77734649999999,0.00239757900000004,3.18799999999989e-06,3.97700000000001e-06,0
1985,4.24890000001454e-05,-368646,1.24579607,0,0.194934226,-2.56468886,0.62864766,-0.138604749,-0.173358738,0.807274379999999,0.0521445599999986,-0.00108542000000256,-5.4222556,0.002739088,5.81259999999999e-05,4.7436e-05,2
2004,-0.000630230999999926,-4459218,0.024961859,0.754855488,0.253726262,-14.79627653,11.17042192,0.527895888,0.411591946,1.652823163,0.421461470000004,0.24839897,-18.92009517,0.069617733,0.000192416,2.24e-05,2
1997,-0.0117828719999999,-115917,0,0.047428563,0,-10.07919607,2.72047674,0.362750968,2.848851996,4.0996878,-0.305724730000001,-0.502540829999999,0.245810130000002,0.002327183,0.000210779,0.000279621,1
1992,0.000284163999999976,-127458,-2.68410176,-0.0719388799999994,0.139934336,1.41834255,0.154008826,0.425910285,0.108731203,0.50911344,0.0812899899999984,-0.466770359999998,-17.5858892,0.013748402,0.00012914,3.5e-06,0
1989,1.38899999999609e-05,-20050,0.053535914,0.00160539700000001,-0.047114326,-0.763130650000001,0.176115234,0.028576063,0.395937830000001,0.154474539999999,-0.46596473,-0.460595470000001,21.4200262,0.000428106000000004,6.43300000000002e-06,2.80700000000002e-06,1
2004,4.31560000000442e-05,2010478,0.092661411,-0.369039149999999,-0.127432809,-0.98971448,1.39942316,-0.150996407,0.532696606,-0.387598328,0.672275899999999,-0.2821645,-26.89015031,-0.003971594,-1.3152e-05,-1.4839e-05,0
1991,-0.000785475999999896,-11254,-0.00754796400000002,0.451646330000003,0,0.61884704,-0.49156589,-0.34033651,0.055717303,-0.28676031,-1.31187472,-0.68871276,5.47589603,0.023474159,1.32559999999997e-05,4.4276e-05,2
1993,0.00443231899999974,-10269,-2.55694578000001,0,0.343720233,0.07225299,0.551116804999999,1.195396449,0.234615224,0.15984408,-0.29168525,-0.301526689999999,-19.68088723,0.074725982,0.000783922,3.9045e-05,1
1982,-0.000143052999999949,13692,0.706807089999998,0,-0.00292324299999996,-0.0985744900000007,-0.154118660000002,-0.403048689999999,-0.00268747400000002,-0.0454545299999971,-0.0399467599999994,-0.0439263300000015,-15.2093532,-0.000611842000000001,-1.081e-06,6.99999999999997e-07,1
1988,-0.000331726999999837,31320,-0.189724799,0.29942668,0.031711279,0.780100579999999,0.0112325129999999,1.02079152,-0.0181689499999997,-1.93536882,1.13740373,0.283536610000001,17.4777288,-0.000323575,-5.21300000000001e-06,7.99999999999992e-07,1
2003,0.000465539999999987,627657,-0.0883027070000001,0,-0.00998194099999999,-2.44365801,-0.0122592599999969,-0.181330584,-0.092215924,2.82774843,-1.16415638,-0.723976099999998,48.1835329,-0.000554553,-1.2934e-05,-3.4e-06,1
2004,0.00108741599999984,11174,0,0.077851288,0,-0.442785319999999,0.020702792,0.195605158,0.131127972,0.0174981120000002,-0.520038019999998,-0.385450479999999,0.732019380000004,-0.000675095999999997,-0.000113195,-6.13600000000001e-06,1
2003,0,-4415,0.001395593,0,-1.64862015,0.129859181,-2.50408026,1.38581983,0.534557767,2.10106804,0.101460730000003,0.119983659999999,-79.1856027,0.00399743999999999,3.54160000000001e-05,1.4896e-05,0
1997,-0.00161808900000016,-283789,0.439158998,0,0.043679506,-1.2591999,-0.505562879999999,0.072189854,0.377046031,0.832688399,-0.0515639699999966,-0.0426895599999995,-2.45538400000001,0.00720412,3.7988e-05,6.4e-06,1
1999,0.000261955999999897,-789104,0.062808769,-1.18204007,0.050248093,-0.823785549999997,0.571835841,0.535100143,0.135651504,0.65018128,-0.372506679999997,-0.529328510000001,-6.37016917,0.020857654,0.00022564,1.1721e-05,0
1999,-2.51259999999309e-05,109208,1.24184256,0.00698066699999966,0.148806153,-0.680988249999999,0.0337277680000003,-0.246798660000001,-0.78322562,0.279655390000002,-1.57540738,-1.578576793,26.83313091,-0.021099221,-0.000128255,-6.588e-06,2
1989,-0.00103592699999999,355201,0.31237668,0.018292818,-0.00242552200000001,0.381916770000004,-1.39927375,-0.687350534,0.333623559999999,1.04283998,-1.48090025,-0.671092230000003,15.2379381,-0.000963143,-3.3644e-05,-1.8e-06,1
2006,0.000579608000000231,100043,0.707382670000001,0,0.067346889,1.038926198,-4.402706148,-0.0378736799999999,2.111009502,0.515914576,-0.176432329999997,-0.279641560000002,62.6233638,-0.00301222000000001,-3.13200000000009e-06,-9.99999999999997e-07,2
1999,0,-33874,0,-4.73856615,0,-1.16243848,-2.28024936,2.89294399,1.030486897,4.25782311,-0.25947575,-0.320718399999997,0.102969357,0.103417187,0.00046132,0.000226532,0
1979,-0.000129123999999869,12997,-0.10557503,0.00918863,0.00183093900000003,0.17600702,-0.102527439999999,0.0740813809999996,0.116318586,-0.169324079999999,-0.19132209,-0.36237156,-0.757592499999987,0.000879751999999999,7.9492e-05,1.2e-06,1
1977,0,2915,0,3.92418738,0.002519887,-6.251927445,-0.268393380000003,1.00550608,0.76706015,0.82104734,0.720585879999998,0.304826009999999,3.83574709,-0.007120189,-0.000180724,-4.03999999999991e-07,1
1978,0.00535120199999994,3588,0,1.450723861,0,0,0,-5.37405430999999,0.511221827,3.41210862,0.163493970000001,1.00888216,-3.222296908,-2.734540168,-0.032949569,-0.000221534,0
1984,-7.34200000001017e-05,-38308,-4.82724197,0,0.010153196,0.930303958,1.543913963,0.05279662,-0.670360085,2.96043431,-0.114314309999997,-0.0107871599999996,-38.1451597,0.004217865,2.1853e-05,4.9e-06,2
1976,-0.000557154999999865,25715,0.0548509269999999,0,0,-0.742464249999998,0.84969145,-0.00147802399999999,0.20861266,-0.36921276,-0.156877560000002,-0.0925253900000023,-18.8914,-8.13690000000002e-05,6.7608e-05,-9.99999999999997e-07,0
1987,0.00213885699999983,-5079,0,0.643008940000001,0,-0.369928249999997,0,0.000133909000000001,0.210813073,-0.484027683,-1.29628985,-0.944035415,3.6137198,0.008562641,3.607e-05,-1.89999999999999e-06,0
1986,-0.00127029399999978,-413,0,-2.23036353000001,0,1.65909558,0,-0.055469415,0.132397756,0.49433961,1.92970245,1.098612136,-19.88072544,0.007769384,-1.45099999999997e-06,5.34100000000002e-06,1
1989,0.000467539999999822,3672,-0.183037224,0.669929019999998,0,-0.769346520000001,0.17893741,-0.0040871400000011,0.026700414,0.0809040500000009,-1.77033872,-1.01881232,7.80361585,0.004835276,2.8634e-05,2.8999e-05,2
1979,0.000307030000000097,-233865,-3.7275468,0,-0.023297233,2.209424864,0.0411907500000002,-0.153036163,0.372909718,1.28035486,0.359860640000001,0.31262504,14.0926981,0.025550659,0.000159684,1.57e-05,0
1994,0.000478696000000056,4189014,-0.002664682,-0.951882125,-0.248724412,9.11480285,-6.67545074,-0.344643609,-0.196819287,-0.694617999,-0.513075549999996,-0.364688479999998,5.40309395999999,-0.066811718,-0.000149661,-1.21e-05,0
1979,-0.000203367999999982,20089,0,-1.62781943,0,1.46049799999999,0.0232390609999999,-0.0510293490000002,0.017724995,0.177386717000001,1.0620435,0.582494105,15.67151702,-5.15430000000002e-05,-1.7882e-05,-1.62590000000011e-05,0
1991,0.000622314999999984,2278579,-0.333481109999997,0.20255485,0.113878367,-1.90957213,1.19876604,0.134061199,-0.011590487,0.60538326,0.509275179999996,0.10870658,-25.2771282,-0.00249400300000002,-5.79900000000002e-06,4.637e-06,1
2001,-0.00010224499999989,-7525,0,0.523272730000002,0,1.19274343,-1.339704309,0.029108786,-0.0198233490000002,-0.385597286,-0.198183700000001,0.252503633,14.27910443,0.00107839900000001,9.96000000000005e-06,5.9550000000002e-06,0
1983,1.59749999999459e-05,-112467,-0.286133189999987,0,0.321144341,0.023904688,0.329503177,-0.0895044199999999,-0.877237217000001,0.578322618000001,0.946521989999997,0.522382739999998,-12.4855206,0.015230564,7.35700000000004e-06,6.99200000000002e-06,2
1987,-0.00285186999999998,-7669026,0.0660186460000001,-0.0516318499999997,0.038107135,-2.99994993,2.37759892,0.101038465,0.071470137,0.397348468,0.57718264,-0.37321537,-14.80250793,0.00477668000000001,8.15049999999999e-05,0.000220528,1
1992,0.000260565999999907,189229,-0.023875849,0.090265805,-0.052690868,0.429701080000001,-0.413880737,0.281610122,-0.581622376,0.270492820000001,-0.7059219,0.630121930000001,-6.93121458,0.000971069999999999,-3.77500000000002e-06,-1.02300000000001e-06,0
2005,-0.000621538000000088,72001,0.48663496,-0.003395405,0.482566568999999,-3.09591909,1.613778148,0.461411757999999,0.342657901,-0.28773485,0.447891560000002,0.457748859999999,-19.5507735,-0.010409841,-0.000104333,-3.28129999999999e-05,2
1976,-0.000138517000000116,-26486,0.661894490000002,0.000190039000000031,0.031778737,-0.065066141,-0.142717294,-0.111121251,-0.0759329390000003,-0.299025650000001,-1.1749606,-1.23561476,18.9980093,-0.00193910499999994,-6.68899999999983e-06,0.0032064,0
1977,-0.000106272999999879,-149954,2.46376087,-0.28357939,0,-5.58397992,0.48627488,0.445842092,-0.0747979140000004,2.54647938,1.21228606,0.987598030000001,-2.62297180000002,0.00230604200000001,1.7378e-05,5.2e-06,2
1986,0.000757324000000059,3425,-2.12832747,0,0.002745311,-1.02135725,2.52667499,0.0165884539999999,0.518062975,0.0856129699999997,0.390878430000001,0.421325530000001,19.6858072,-0.000802901000000009,-0.000133263999999999,1.99999999999998e-07,2
2005,-0.0004319559999999,2797,0.101747119,0.183114298,0.070160267,0.6646219,0.143657184,-0.168315279999998,-1.85525851,0.860273029999998,-1.390173,-1.53723352,1.13394774,-8.67100000000003e-06,-2.18000000000017e-07,1.39999999999999e-06,2
2004,-0.00282183999999996,-843143,0.1853179,0,0.014010975,0.641331449999996,3.24728521,0.054966896,0.293137699,-4.43605013,0.332903109999997,0.170737629999998,-33.7808815,0.000778388,2.8804e-05,7.9e-06,1
2005,-0.00471854300000007,151790,0.93182098,0,-0.556590162,1.49271568,-0.908139695,-0.216143209,0.0252685259999998,-0.768932120000002,0.0196152699999992,0.150011379999999,-29.2961732,-0.008786312,-0.000275235,-1.19e-05,0
2006,0.00088716600000005,801,0,0.00143516399999999,-0.000727785000000002,-0.0963405249999996,0,-1.08856408,-0.043019455,1.22721668,0.394255279999999,0.27452263,1.88132189,-0.0178913789999999,-0.001089035,-2.95500000000001e-06,1
1998,-8.50960000000622e-05,-135514,-2.27136155,0.327472175,0.023552243,-0.011618559,0.872403818,0.131921571,0.153038334,0.77459198,0.61801187,0.84000558,37.9488078,0.0252632669999999,0.000110607,0.001828373,0
2006,0.000120626000000179,-41541,0.0565205109999996,3.81982628,0.050581628,-4.00886018,-0.100820425,0.0690795240000002,0.00706506399999995,0.106607603,0.826904129999999,0.24363731,-3.17349831,0.011300569,8.54129999999995e-05,1.232e-06,0
2006,5.92699999990565e-06,1565399,0.00335932999999999,0.944935919999999,0.0486334549999998,-1.96824327,0.861526310000002,-0.145107328,-0.0119845669999999,0.266880146,0.697000839999998,0.0830179799999993,-12.56951286,-0.002488006,-1.352e-05,-1.5885e-05,1
1993,0.00331325100000002,12923,0.809212840000001,8.26268504,-0.398090269,-6.22159329999999,-1.246914185,-0.233645091,-0.482925259,-0.488729765,0.34932401,-0.118308409999999,-18.0951948,0.00988997899999999,2.5586e-05,-1.4229e-05,0
2007,-0.000416436000000076,-90500,0.0354666739999999,0.219494702,0.101470142,-1.97579445,2.24730171,0.0250374100000001,-1.00356044,0.350584245,-0.42958878,-0.177951610000001,9.71304749999999,0.006595559,2.67409999999999e-05,1.0396e-05,1
2002,0.000446223999999606,1968,0,-3.29436416,0,2.62296891,0.223050408,-0.027712783,-0.0317215539999998,0.507779185,1.39368942,1.398485641,4.30451484,0.000283872000000018,-3.83400000000009e-06,-7.09300000000012e-06,0
1976,0,2056,-0.205685133,0,1.09023532,0.0139683260000001,-0.461362810000001,-0.336079570000001,-1.040925016,0.93984889,0.91948296,0.604190990000003,-123.3920426,-0.001227965,-1.13789999999999e-05,1.0202e-05,1
1996,4.19279999999134e-05,-332542,0,1.21196477,0,2.66080964,-2.787924385,0.240129794,-1.18952584,-0.135453980000001,-1.13717037,-0.778120208000001,2.33525515,-0.002016161,1.92980000000001e-05,-5.3404e-05,0
2003,5.24289999999095e-05,-10233,0,0.94101174,0,-2.54189769999999,0,0.109754918,0.255588897,1.235542147,1.00912208,0.0180446580000009,-23.38703384,0.000590143000000001,0.000612194,7.77699999999999e-06,1
1984,0.00049185499999993,401588,0.512643795,0.017052445,-0.004734239,1.24199483,-0.952437619999998,-0.352693129,-0.77871569,0.316889609999997,-1.00646335,-0.98405318,4.75374527999999,-0.000992287999999997,-3.71589999999999e-05,-3.10000000000001e-06,0
1987,0.000191005000000022,41901,0.218455739999996,-0.013407144,0,0.539210394000001,1.40143503,0.153643842999999,-0.359336119,-1.94000175,0.1141203,0.030000639999999,41.8610418,-0.00210272499999997,-5.987e-06,6.2387e-05,0
2000,0.00145123599999986,50,0,0.170345271,0,0.180252712,0,0.113473729999995,0.326290615,-0.79036232,-0.36363051,-0.633345169999998,-6.979264961,-0.00101444099999992,0.000327606000000001,-2.33000000000037e-07,1
1984,0.00514370099999972,2248,0.213339294,0.018215489,0,-0.459112249999997,0.224199355,-0.13237326,0.052180052,0.0835513200000051,-0.641032450000004,-0.206546639999999,6.36248852,-0.00222362100000001,-1.3103e-05,-1.003e-06,1
1993,-9.30219999999427e-05,-395688,0.301129467,-1.24886006,0,1.43767061,-1.01188909,0.40080378,-0.0925567059999999,0.213701990000001,0.177987439999999,-0.0837374999999998,-4.2900063,0.011783222,6.5694e-05,0.000311232,1
1982,-0.00245516699999992,17622,0,2.562807137,0,-3.25077160000001,0.564086378,-0.00382352599999999,0.128800307,-0.00109870100000009,-0.237014210000002,-0.897989471,-27.56249925,0.000224696999999996,-1.4984e-05,0.000111989999999999,2
1986,4.53240000000132e-05,300545,0.956578069999999,0.113700629999997,-0.781872116,-0.26416414,0.494567320000002,0.080532007,0.038828641,-0.638170410000001,0.0815339299999991,-0.156441019999999,6.60623936,-0.013493609,-8.504e-06,7.3e-06,0
1999,0.000601904999999903,328291,0.088896172,-0.603511061,-0.0535630660000002,-0.119597909999996,0.166491353000001,-0.233325142,0.457393735,0.297215919999999,0.305179849999998,-0.153832690000002,-14.65267206,-0.000779216999999999,-2.04000000000014e-07,-7.10899999999999e-06,0
1984,-0.000591793000000118,187016,0.211817244,-2.21197048,-0.000321650999999999,2.39750995999999,0.30941906,-0.52794868,0.0202281220000002,-0.198733579999999,-1.32616913,-0.901265739999999,14.0132809,0.00283012300000002,7.21800000000002e-06,1.99760000000001e-05,2
1989,3.20040000001409e-05,3255292,-0.20091858,0.34746236,-0.00645993899999997,-0.960723059999999,0.375899949999997,-0.0914714569999999,-0.000540682000000015,0.536751409999997,-0.0899706199999954,-0.488525410000001,-33.1517977,0.000396938000000013,-5.798e-06,1.1628e-05,1
2005,-0.000338848999999808,140553,3.24179812,0,-0.010750989,0.469236109000001,-0.167119529999999,-0.422570322,-0.273813666,-2.83677973,0.452233410000002,0.507738410000002,-21.2286222,-0.003225297,4.0771e-05,-3.1e-06,1
1988,-7.42259999999551e-05,-45418,-0.30785917,0.333055373,-0.0137838840000001,0.0901063190000002,-0.00765525899999986,-0.0457426749999996,-0.0364169680000002,-0.0117037300000007,-0.79484416,0.02004202,23.2614735,0.00252292599999993,1.37009999999996e-05,0.002367674,0
1980,0.000131682999999994,367655,-0.005440105,-0.262060533,-0.222436821,4.25142212,-2.41455428,-0.173494655,-0.163339532,-1.010096198,0.229265220000002,0.445388019999998,10.60542654,-0.007253474,-2.5871e-05,-1.6867e-05,0
1990,0,-61014,2.237e-05,2.11955331,2.00000000000001e-07,-2.39975187,0.74502786,0.190751004,0.00457679299999997,-0.660179663000001,-1.23075088,-0.397040999999998,4.984708614,0.00557043600000001,7.6263e-05,1.3825e-05,2
1999,0,-363073,0,0.236484399999995,0,-0.18263065,0.621230419999998,0.456119582,0.095125899,-1.226329661,-0.328000809999999,-0.298628290000003,-2.384653332,0.014254738,0.000198337,3.6305e-05,0
1979,-0.00033550800000004,-11054,-0.154687324,0,0.118862868,0.618086909999999,-1.46125554,0.0925143229999996,1.12466096999999,-0.338182209999999,0.17752621,0.174845129999998,21.8156015,0.000475451,9.45050000000002e-05,7.37000000000001e-06,2
1990,-0.000318765999999915,-553760,-0.000300643999999999,-2.01711739,0.293539576,0.4378715,0.87444485,0.207818952,-0.0318235100000001,0.23556666,0.670035670000001,-0.10251937,0.47915991,0.00998220000000002,0.000122634,-2.03299999999992e-06,1
1980,-0.000348580999999903,-142901,2.24315963,0.565592716,0,-4.21627737,-0.64808719,0.393218482,0.0798493630000001,1.58254437,-0.799089380000002,-0.83099492,28.3114964,0.025349768,1.6862e-05,1.8e-05,0
1991,1.73539999999139e-05,182743,-0.096516848,-1.09789065,0,3.41062566,-0.92466256,-0.451996294,-0.0391959050000001,-0.800363399999998,-1.17057886,0.568817210000001,18.42079025,-0.032964343,-0.000146939,-5.88419999999999e-05,0
1989,-0.000397003000000229,338518,-0.047414999,-0.084313216,-0.184906051,4.99345264,-3.82368272,-0.285697723,0.376343268999999,-0.943781207,-1.36369709,-0.517690949999999,16.4034528,-0.005389119,-7.0044e-05,-2.934e-05,0
1983,-3.00000000397205e-08,1862,-0.0294870789999999,0,0.145967580000001,-0.000331642,0.162214112,0.0917505300000006,0.0793327189999999,-0.44944623,0.97867273,0.838047550000002,30.9034529,-0.00331641700000002,-3.00039999999999e-05,-2.6051e-05,0
1983,0.00951948899999966,7307,-0.277590419999999,0.0200421589999999,0.00334308400000002,-0.0682205899999957,1.191986054,-0.0322337480000003,-0.0352089859999998,-0.80211755,-0.19242139,-0.12713952,14.8437746,-0.00245822899999998,-4.65740000000006e-05,-1e-06,1
1998,7.75010000000353e-05,210302,0.101517666,0.85737252,-0.458976915999999,0.21510692,1.86320558,-0.431637224999999,-0.715308215,-1.43128033,1.1493614,1.24915675,-18.8176365,-0.00699695400000001,-5.8371e-05,-8.5e-06,0
2003,0.00045901199999987,855846,-1.0698994,0,-0.074133462,0.450495012000001,0.418392700000002,0.0690533250000001,-0.138088019,0.344179839999999,-0.0481384200000008,0.065243370000001,31.5221462,0.00272631000000001,0.000113263,-7.33400000000001e-06,2
