id,year,tropical,tons_ha,Bcals_ha,soilscore,ha,rice,wheat,sugar,grains,oil,fruits,roots,other,davg,navg,pavg,irr,landd,eqp,fert
9,1984,0,3.414674622,8.64923431,1.394981888,20346555,0.63099134,29.14400005,1.56095221,30.51815897,31.32483607,2.77094083,0.784162233,3.265958291,27.40789099,14.44921327,106.3025861,0.071314284,0.000510891,0.000385917,7.790016541
9,1985,0,3.255241187,7.895267811,1.394164544,20036159,0.542768701,26.97273464,1.43540486,29.59322193,34.4694809,2.795101596,0.760899332,3.43038803,26.64842398,13.3173328,87.73519699,0.07246898,0.000518806,0.000393862,8.115327893
9,1986,0,3.330785789,8.133793083,1.393547791,19401562,0.58191191,25.32837305,1.526938913,26.07049886,39.35559415,2.805645236,0.79583283,3.535205052,26.89842898,14.01740761,107.2626844,0.074890877,0.000535775,0.000430041,7.790300595
9,1987,0,3.427389606,8.098803618,1.392911445,17798664,0.531950038,27.13068801,1.630459455,26.08749174,37.09154799,3.009338229,0.816488249,3.702036288,27.35684959,14.31141288,102.7282261,0.081691525,0.000581126,0.000493414,9.433292297
9,1988,0,3.539922693,8.149794442,1.392120927,18258375,0.502235276,25.66833029,1.625007702,21.91636441,42.95420595,2.776128763,0.849336263,3.708391355,26.72785755,13.79154914,95.27277581,0.079689458,0.000560375,0.000507653,8.900025331
9,1989,0,3.160266316,8.015854683,1.39170656,17413915,0.602391823,30.47717874,1.31676306,17.44318839,42.85328716,2.837621523,0.79376177,3.675807537,28.6080887,14.01261768,68.17578174,0.084357825,0.000588038,0.000537174,8.791819645
9,1990,0,3.258096908,8.330028149,1.39107587,19506181,0.597861775,29.82285461,1.310605085,15.41672868,46.2339604,2.27084943,0.58866469,3.758475326,27.09668814,14.18532522,99.59731485,0.076027183,0.000524964,0.00048424,8.484490121
9,1991,0,3.775671673,9.571773191,1.390655484,18144552,0.475431964,25.26681287,1.610356651,18.775002,46.65119315,2.485087535,0.672780458,4.063335375,27.51978547,14.28317567,104.5173793,0.082504104,0.000564359,0.000523575,9.220398498
9,1992,0,3.795849318,9.246734189,1.390006291,18624361,0.755462161,23.06226775,1.367166369,20.67619931,46.92834831,2.47812529,0.628794728,4.103636093,26.73655896,13.56881916,103.5954224,0.081345073,0.000558133,0.000518461,13.32663172
9,1993,0,3.632321784,8.517099057,1.389598826,18238263,0.765697918,26.38025343,1.238659625,21.04717977,43.22102933,2.495018303,0.763175748,4.088985886,27.02413128,13.90911002,104.8851195,0.083615419,0.000569948,0.000534145,16.11447318
9,1994,0,3.684545074,8.798298694,1.388967255,19240099,0.734611605,27.35214616,1.242057019,18.49410962,45.2769136,2.427679816,0.734180214,3.73830197,26.9290337,13.6940897,99.82691838,0.079937219,0.000540271,0.000510797,24.01235046
9,1995,0,3.746642641,9.112720704,1.388496317,20191689,0.911835558,24.43059617,1.460704946,17.47998892,49.213466,2.311490634,0.616669561,3.575248212,27.20725848,13.8377491,94.5736864,0.076764257,0.000514809,0.000489163,25.98593907
9,1996,0,3.467151691,8.849179924,1.387924024,23385085,0.826231763,30.71205429,1.268612023,15.98168234,45.33311724,2.008147501,0.585864879,3.284289965,27.63360313,14.05780983,91.6354844,0.066367088,0.000450025,0.000426721,36.57031822
